,datetime,uptime,robot_status,robot_mode,safety_mode,main_volt,robot_volt,robot_current,payload,0jc_current,0ac_current,0j_volt,0j_temp,0ac_tcp_force,0ac_tcp_pos,0ac_qd,0tg_qdd,1jc_current,1ac_current,1j_volt,1j_temp,1ac_tcp_force,1ac_tcp_pos,1ac_qd,1tg_qdd,2jc_current,2ac_current,2j_volt,2j_temp,2ac_tcp_force,2ac_tcp_pos,2ac_qd,2tg_qdd,3jc_current,3ac_current,3j_volt,3j_temp,3ac_tcp_force,3ac_tcp_pos,3ac_qd,3tg_qdd,4jc_current,4ac_current,4j_volt,4j_temp,4ac_tcp_force,4ac_tcp_pos,4ac_qd,4tg_qdd,5jc_current,5ac_current,5j_volt,5j_temp,5ac_tcp_force,5ac_tcp_pos,5ac_qd,5tg_qdd,a0,a1,a2,a3,a4,a5,t0,t1,t2,t3,t4,t5
0,2025-08-11T18:03:37.413008,634.72,3,7,1,48.19097137451172,48.19097137451172,1.0384125709533691,1.5,-1.2725831270217896,0.6683350205421448,3.907475709915161,0.2512207329273224,0.0246734637767076,-0.2691650688648224,-1.2542725801467896,0.6958008408546448,3.914201259613037,0.2534637749195099,0.0381317175924778,-0.2871094048023224,47.63600158691406,47.95500183105469,47.78799819946289,47.63600158691406,47.803001403808594,47.72700119018555,26.509113311767575,27.37999153137207,29.55999183654785,29.421390533447266,29.17992210388184,29.429990768432617,-4.676095162678298,-5.710307740397044,15.06241557966265,-1.545870566798169,-3.5845197241893243,0.7363339329300014,-0.0636895528483633,-0.3779221809880023,0.7643554731764116,-1.4927321856717557,-2.700439312931411,0.3081158225438073,-0.1734804511070251,0.038375087082386,0.0599403008818626,0.0347638390958309,0.035319909453392,-0.1119422540068626,-0.0565500992291793,-0.0413553296746251,0.019677711433126,0.0234458658956299,0.0405760107592915,-0.0503668534753525,-1.266637150441305,-1.016829792653219,-1.7758334318744105,4.469715118408203,1.3850094079971311,1.3167959451675415,-1.266438949500965,-1.0168732183285665,-1.7759269479523958,4.469517543529637,1.3844967592488977,1.317035119013606
1,2025-08-11T18:03:38.435298,635.72,3,7,1,48.19097137451172,48.19097137451172,1.0384125709533691,1.5,-1.0757447481155396,-0.7003784775733948,3.8872995376586914,0.2175751030445099,0.4620667099952698,-0.4620667099952698,-1.0986329317092896,-0.7278442978858948,3.900750398635864,0.1996307522058487,0.4844971299171448,-0.4665527939796448,47.63600158691406,47.92499923706055,47.77299880981445,47.59000015258789,47.78799819946289,47.71200180053711,26.50977325439453,27.37999153137207,29.55999183654785,29.42803001403809,29.17997932434082,29.429990768432617,-12.712214133269429,-7.50936167111753,13.304589795902665,-3.6457262235041497,1.1132996464167628,-2.099239669375065,-0.136270652818329,-0.3383438461918925,0.8191879322573685,1.5708434307995562,2.6371819166131987,-0.4002985561182116,-0.2330116927623748,-0.0025949841365218,0.0764689445495605,0.0565271936357021,0.0668240413069725,-0.1723043918609619,-0.0550490741037558,-0.0453433162387121,0.0220279901083208,0.00520076799667,0.0560960257073878,-0.0366328680170245,-1.47213584581484,-0.9991548697101038,-1.7091763655291956,4.514307022094727,1.4400402307510376,1.1706562042236328,-1.4719672164085535,-0.9991281122699424,-1.709251307457671,4.51394995808433,1.4399670593921758,1.1701372294795105
2,2025-08-11T18:03:39.440300,636.72,3,7,1,48.19097137451172,48.25174331665039,0.7877604365348816,1.5,0.8285523056983948,0.3250122368335724,3.102665901184082,-0.1929016262292862,0.6145935654640198,-0.1323394924402237,0.8285523056983948,0.3616333305835724,3.10042405128479,-0.1951446682214737,0.6235657334327698,-0.1233673244714737,47.742000579833984,48.07600021362305,47.90999984741211,47.742000579833984,47.93999862670898,47.83399963378906,26.50994873046875,27.37999153137207,29.55999183654785,29.42949676513672,29.179990768432617,29.429990768432617,-25.0984916293758,-5.444663271408312,3.931008310491362,-4.053718339889181,2.186276725004904,-4.826159655630263,-0.1433373040648262,-0.3413852899394061,0.7475902316048127,-1.6499775950915694,-2.650765244664156,0.2453379346214017,0.0,0.006289321463555,-0.1516595631837844,-0.0258475765585899,0.0108337393030524,0.0476876273751258,-0.0019369930917963,-0.0238701529512514,0.0119687072498951,0.0130951782745356,0.0081515048748349,-0.0042974131402541,-1.4991329352008265,-0.9875715414630336,-1.8198278586017052,4.498044967651367,1.4570978879928589,1.1905889511108398,-1.4990625897300198,-0.9875436317033888,-1.8197384554168785,4.497788938483781,1.457393021869999,1.190129666939256
3,2025-08-11T18:03:40.443584,637.72,3,7,1,48.19097137451172,48.25174331665039,0.8235656023025513,1.5,-0.6820679306983948,-1.0437012910842896,2.658787250518799,-0.0291595496237278,0.7514191269874573,-0.0269165076315403,-0.6820679306983948,-1.0757447481155396,2.640852928161621,-0.0291595496237278,0.7514191269874573,-0.01121521089226,47.77299880981445,48.06100082397461,47.83399963378906,47.757999420166016,47.89500045776367,47.8489990234375,26.509986877441406,27.37999153137207,29.55999183654785,29.42988395690918,29.179990768432617,29.429990768432617,33.20406632367233,-2.1360398726184324,20.184712174987297,-1.0669166904883394,10.004751924266836,-2.927973453685301,-0.1413798685713142,-0.3511447684636141,0.6482757306156348,-1.6620092595417475,-2.5552753105055825,0.0258973368198249,0.0,-0.0193153750151395,-0.1323314160108566,-0.0059058261103928,0.0199609249830245,0.0376208797097206,-0.0015062239269308,-0.0288731005347302,0.0118007084074292,0.0185305860222965,0.0067364784579553,-0.0051084175600466,-1.499432388936178,-0.9933036009417932,-1.961731259022848,4.481411457061768,1.4735207557678225,1.2379052639007568,-1.499565343357382,-0.9933357743974264,-1.961828598923086,4.481483891960507,1.47400219011601,1.2374698187159303
4,2025-08-11T18:03:41.447001,638.72,3,7,1,48.19097137451172,48.19097137451172,0.859376072883606,1.5,0.4760742783546448,-0.9384156465530396,2.7910542488098145,0.6818848252296448,-0.2534637749195099,-0.1772003322839737,0.4669190049171448,-0.9063721895217896,2.7865705490112305,0.6773987412452698,-0.2601929008960724,-0.1704712063074112,47.696998596191406,48.0,47.8489990234375,47.696998596191406,47.86399841308594,47.78799819946289,26.509990692138672,27.37999153137207,29.55999183654785,29.42997360229492,29.179990768432617,29.429990768432617,-2.308719697796567,-7.91611342800311,28.07632692515973,5.133619089854211,-3.454669222525946,-5.940177640837932,-0.136344166546569,-0.3772520562307938,0.6047291314161717,-1.81977181626492,-2.451913548829057,-0.0450917955687875,0.0018024274613708,-0.1386207342147827,-0.0395000055432319,0.0699111744761467,-9.58738019107841e-05,0.0304686948657035,-0.0014964728260556,-0.0262768635719071,0.0301361253816417,-0.0036728138056597,0.0036826521497785,-0.0016817456344724,-1.4997804800616663,-1.0371854940997522,-2.0123027006732386,4.539520263671875,1.5104628801345823,1.3603248596191406,-1.4996042403261347,-1.037196842416435,-2.012453005481758,4.539766988212518,1.5104595342247102,1.3595697185254465
5,2025-08-11T18:03:42.450304,639.72,3,7,1,48.19097137451172,48.25174331665039,0.8951812386512756,1.5,0.7690430283546448,-0.1922607570886612,2.9860916137695312,0.2041168361902237,-0.1525268703699112,-0.1502838283777237,0.7919312119483948,-0.1922607570886612,2.9905753135681152,0.1973877102136612,-0.1278534084558487,-0.1413116604089737,47.71200180053711,48.04600143432617,47.83399963378906,47.696998596191406,47.87900161743164,47.78799819946289,26.51685905456543,27.37999153137207,29.55999183654785,29.429990768432617,29.179990768432617,29.429990768432617,-18.91651480772468,-13.523201600764931,13.086091962425504,-1.8493339859482287,-4.302979487978046,-5.779689220020265,-0.1307542984372939,-0.4478947446528316,0.5343453086768197,-1.813509237479859,-2.365526648146243,-0.1657124788946394,0.0003834952076431,-0.159649059176445,-0.0091016199439764,0.0731708854436874,0.0059058261103928,0.0282060727477073,-0.0008706194342853,-0.0196102333305907,0.0325887239278677,-0.0127454541407091,0.0033839729792737,-0.0013018026850265,-1.4990852514850062,-1.186824146901266,-2.0375407377826136,4.607334136962891,1.5141761302947998,1.3933968544006348,-1.4990265573410977,-1.1867483659213471,-2.0375275194175293,4.607108717941939,1.5144223011198257,1.3929848312527895
6,2025-08-11T18:03:43.453818,640.72,3,7,1,48.19097137451172,48.19097137451172,0.966796875,1.5,-0.2105713039636612,0.2380371391773224,4.474653720855713,0.6033783555030823,0.3678589165210724,-0.0269165076315403,-0.1831054836511612,0.2655029594898224,4.458961009979248,0.6033783555030823,0.3701019585132599,-0.01121521089226,47.71200180053711,48.0,47.8489990234375,47.68199920654297,47.86399841308594,47.78799819946289,26.526142120361328,27.37999153137207,29.55999183654785,29.429990768432617,29.179990768432617,29.429990768432617,10.993553307951814,11.50702419586695,13.342244781375792,0.3046054334452669,4.219954922598428,-2.2029789012205114,-0.1250540532229181,-0.5183724246668245,0.4639404078133416,-1.8025792659552464,-2.2759468792104243,-0.2827470252863639,-0.0016490294365212,-0.1743624806404113,0.0238150525838136,0.0450990349054336,0.0110638365149497,0.0237000044435262,-0.0005372346768329,-0.0112211372823405,0.0335320737426506,-0.0220245352941534,0.0031861610937122,-0.0011736126319739,-1.4992049376117151,-1.3557351271258753,-2.030246082936422,4.661282062530518,1.5219861268997192,1.4252464771270752,-1.499340827475157,-1.355729982689315,-2.0301354169378065,4.661647863213966,1.5217759358674672,1.4250792080884591
7,2025-08-11T18:03:44.457346,641.72,3,7,1,48.19097137451172,48.19097137451172,1.0026021003723145,1.5,-0.8468628525733948,3.089905023574829,2.723799705505371,0.5293579697608948,0.5360870957374573,0.0829925611615181,-0.8651733994483948,3.094482660293579,2.717074394226074,0.5226288437843323,0.5338440537452698,0.0942077711224556,47.68199920654297,48.0,47.83399963378906,47.60599899291992,47.78799819946289,47.742000579833984,26.529115676879883,27.37999153137207,29.55999183654785,29.429990768432617,29.179990768432617,29.429990768432617,23.89039342129578,10.741942299221767,29.668007155625567,2.631543012730278,6.645301442616406,0.0817218158432095,-0.1204063603950504,-0.5701591948438571,0.4154991263353907,-1.8100180590370096,-2.2061204582318568,-0.3639538702549286,-0.0008053399506025,0.1709621697664261,-0.0154292900115251,0.0025310683995485,0.0941864252090454,0.0604771934449672,0.0014448325539402,-0.0145942436084768,0.0292927788379145,-0.00892735472422,-0.0106901507152222,0.0148362388818611,-1.5000913778888147,-1.4842446486102503,-2.0014384428607386,4.689945220947266,1.5371869802474976,1.4568443298339844,-1.5001012419369315,-1.4840125391687549,-2.001556422880346,4.690285254779835,1.5381744175425394,1.456715988078428
8,2025-08-11T18:03:45.461380,642.72,3,7,1,48.19097137451172,48.19097137451172,1.074217677116394,1.5,0.1876831203699112,2.682495355606079,4.082336902618408,0.2086029201745987,0.0515899695456028,0.2153320610523224,0.1510620266199112,2.700805902481079,4.068886280059815,0.2041168361902237,0.0134582538157701,0.2310333549976349,47.63600158691406,47.95500183105469,47.757999420166016,47.62099838256836,47.78799819946289,47.72700119018555,26.532506942749023,27.37999153137207,29.55999183654785,29.429990768432617,29.179990768432617,29.429990768432617,0.2774953317373375,0.1853911658836001,16.476946065132722,0.1636931440900315,-2.873851853481503,-1.0980156484334789,-0.1168954838388217,-0.5168103400818679,0.5002946381526419,-2.01886189579612,-2.2488449779821384,-0.2862613884394085,0.0004346279019955,0.1453319042921066,0.0140487076714634,-0.0012080098967999,0.086957536637783,0.0745322927832603,0.0026088198234136,-0.0200753951182172,0.026105422223955,0.0010464295383183,-0.0133894599089121,0.0147184831105866,-1.5003669897662562,-1.3249028364764612,-2.0024569670306605,4.690340518951416,1.6177059412002563,1.5355267524719238,-1.5002063366320728,-1.3249909741736463,-2.002516224403257,4.690171910421636,1.6178073386476526,1.535276481603671
9,2025-08-11T18:03:46.465048,643.72,3,7,1,48.19097137451172,48.19097137451172,0.9309917092323304,1.5,0.9017945528030396,1.6662598848342896,2.8762428760528564,-0.0089721689000725,0.0762634351849556,0.0157012958079576,0.9201050996780396,1.6754151582717896,2.8964192867279053,-0.0201873797923326,0.0426178015768528,-0.0022430422250181,47.68199920654297,47.97100067138672,47.803001403808594,47.63600158691406,47.8489990234375,47.77299880981445,26.538286209106445,27.37999153137207,29.55999183654785,29.429990768432617,29.179990768432617,29.429990768432617,-38.97895822748367,0.4861902776995194,25.69422055869976,0.6513859275928553,0.259713831109672,4.265899545917943,-0.1229467894865517,-0.4491330219243539,0.5573045891990019,-1.8827393498523384,-2.4323039028362268,-0.1931445564426571,0.0008948221220634,0.1660406440496444,-0.0114025911316275,-0.0815119072794914,-0.035895150154829,-0.2069915384054184,-0.0026733443745816,-0.0129016749230263,0.030224305141123,-0.0086702047322022,0.0140904079172481,-0.0049688490189429,-1.498798195515768,-1.1771181265460413,-2.012494389210836,4.626866817474365,1.5960370302200315,1.3960798978805542,-1.498706139195697,-1.1770469532358945,-2.0126389194689853,4.626950430046138,1.596663163342375,1.3961743654171987
